model,covariates_used,multivariate_used,n_origins,mae_mean,mae_std,rmse_mean,rmse_std,smape_mean,smape_std,pinball_mean,pinball_std,coverage_mean,coverage_std,mase_mean,spike_f1_mean_signal,spike_precision,spike_recall,spike_f1_q90_signal,spike_f1_spike_head,spike_precision_head,spike_recall_head
ElecFM,False,False,30,15.023816819225566,5.485771737803196,20.401710675723667,7.885210952005419,75.92057348529195,22.875943339139916,5.146584595678741,2.1299974469349063,0.7025,0.16478466744668452,,0.11408199643493762,0.43243243243243246,0.06570841889117043,0.1748878923766816,0.1977611940298507,0.12794206397103197,0.4353182751540041
