model,covariates_used,multivariate_used,n_origins,mae_mean,mae_std,rmse_mean,rmse_std,smape_mean,smape_std,pinball_mean,pinball_std,coverage_mean,coverage_std,rmae_mean,rmae_std,inference_time_s,inference_time_per_day_s,spike_f1_mean_signal,spike_precision,spike_recall,spike_f1_q90_signal
Chronos2,True,False,60,13.537908110032847,7.325106963399868,19.46934281460703,13.298058651450962,37.3728121033315,13.128376075561654,4.653805427720027,2.7605627082499593,0.7342592592592593,0.18511804338389753,0.79053167833254,0.3668103706871593,15.96,0.266,0.3563218390804598,0.5585585585585585,0.2616033755274262,0.295668549905838
