model,covariates_used,multivariate_used,n_origins,mae_mean,mae_std,rmse_mean,rmse_std,smape_mean,smape_std,pinball_mean,pinball_std,coverage_mean,coverage_std,rmae_mean,rmae_std,inference_time_s,inference_time_per_day_s,spike_f1_mean_signal,spike_precision,spike_recall,spike_f1_q90_signal
Chronos2,True,False,60,13.336684506778365,7.678322868117397,19.182481386165538,13.513660222960914,36.49726094494618,12.355817100023378,4.522484280679452,2.892060290113411,0.7155092592592592,0.17318450672925753,0.7648934632541131,0.3159745809175412,10.96,0.183,0.3651226158038147,0.5275590551181102,0.2791666666666667,0.3347022587268994
