model,origin,node,ts,actual,mean,q10,q90
Chronos2,2025-07-01 00:00:00+00:00,HB_HUBAVG,2025-07-01 00:00:00+00:00,36.060833333333335,53.387142181396484,38.5770263671875,80.86595153808594
Chronos2,2025-07-01 00:00:00+00:00,HB_HUBAVG,2025-07-01 01:00:00+00:00,30.155833333333337,50.04041290283203,35.965023040771484,78.86280822753906
Chronos2,2025-07-01 00:00:00+00:00,HB_HUBAVG,2025-07-01 02:00:00+00:00,35.47,42.93894958496094,32.81912612915039,64.98954010009766
Chronos2,2025-07-01 00:00:00+00:00,HB_HUBAVG,2025-07-01 03:00:00+00:00,37.094166666666666,34.49968338012695,28.531660079956055,46.8458251953125
Chronos2,2025-07-01 00:00:00+00:00,HB_HUBAVG,2025-07-01 04:00:00+00:00,33.28333333333333,29.123876571655273,25.26603889465332,36.406646728515625
Chronos2,2025-07-01 00:00:00+00:00,HB_HUBAVG,2025-07-01 05:00:00+00:00,48.42250000000001,27.27523422241211,24.041793823242188,32.97439193725586
Chronos2,2025-07-01 00:00:00+00:00,HB_HUBAVG,2025-07-01 06:00:00+00:00,37.24583333333333,26.03774070739746,23.264719009399414,31.043542861938477
Chronos2,2025-07-01 00:00:00+00:00,HB_HUBAVG,2025-07-01 07:00:00+00:00,29.0175,25.066789627075195,22.552959442138672,29.461536407470703
Chronos2,2025-07-01 00:00:00+00:00,HB_HUBAVG,2025-07-01 08:00:00+00:00,27.73166666666667,24.740623474121094,22.21581268310547,28.38311004638672
Chronos2,2025-07-01 00:00:00+00:00,HB_HUBAVG,2025-07-01 09:00:00+00:00,27.319166666666664,24.74134635925293,22.208349227905273,29.059038162231445
Chronos2,2025-07-01 00:00:00+00:00,HB_HUBAVG,2025-07-01 10:00:00+00:00,27.91333333333333,25.787809371948242,22.53234100341797,30.959918975830078
Chronos2,2025-07-01 00:00:00+00:00,HB_HUBAVG,2025-07-01 11:00:00+00:00,31.155833333333337,26.637664794921875,22.756132125854492,33.866363525390625
Chronos2,2025-07-01 00:00:00+00:00,HB_HUBAVG,2025-07-01 12:00:00+00:00,30.175,22.739036560058594,19.72275733947754,27.245635986328125
Chronos2,2025-07-01 00:00:00+00:00,HB_HUBAVG,2025-07-01 13:00:00+00:00,31.161666666666665,19.302692413330078,16.992351531982422,22.692773818969727
Chronos2,2025-07-01 00:00:00+00:00,HB_HUBAVG,2025-07-01 14:00:00+00:00,31.8675,18.819007873535156,16.471616744995117,21.91653060913086
Chronos2,2025-07-01 00:00:00+00:00,HB_HUBAVG,2025-07-01 15:00:00+00:00,35.464166666666664,19.927303314208984,17.515121459960938,23.367416381835938
Chronos2,2025-07-01 00:00:00+00:00,HB_HUBAVG,2025-07-01 16:00:00+00:00,37.63916666666667,23.476428985595703,19.620197296142578,29.37786293029785
Chronos2,2025-07-01 00:00:00+00:00,HB_HUBAVG,2025-07-01 17:00:00+00:00,35.37083333333333,27.495920181274414,22.032939910888672,36.930572509765625
Chronos2,2025-07-01 00:00:00+00:00,HB_HUBAVG,2025-07-01 18:00:00+00:00,37.7325,30.425613403320312,23.435932159423828,44.34246063232422
Chronos2,2025-07-01 00:00:00+00:00,HB_HUBAVG,2025-07-01 19:00:00+00:00,62.53333333333333,30.296443939208984,23.19405746459961,45.397727966308594
Chronos2,2025-07-01 00:00:00+00:00,HB_HUBAVG,2025-07-01 20:00:00+00:00,53.961666666666666,29.666065216064453,22.7786865234375,43.92395782470703
Chronos2,2025-07-01 00:00:00+00:00,HB_HUBAVG,2025-07-01 21:00:00+00:00,58.095,29.696399688720703,22.535694122314453,45.63142013549805
Chronos2,2025-07-01 00:00:00+00:00,HB_HUBAVG,2025-07-01 22:00:00+00:00,105.42833333333331,31.733945846557617,23.625402450561523,50.370460510253906
Chronos2,2025-07-01 00:00:00+00:00,HB_HUBAVG,2025-07-01 23:00:00+00:00,112.52416666666666,35.71875,26.161205291748047,59.22216033935547
Chronos2,2025-07-01 00:00:00+00:00,HB_PAN,2025-07-01 00:00:00+00:00,36.05583333333333,52.496150970458984,37.65412139892578,76.35999298095703
Chronos2,2025-07-01 00:00:00+00:00,HB_PAN,2025-07-01 01:00:00+00:00,30.156666666666663,44.932857513427734,31.724496841430664,68.11428833007812
Chronos2,2025-07-01 00:00:00+00:00,HB_PAN,2025-07-01 02:00:00+00:00,35.46583333333333,38.085548400878906,27.544729232788086,57.477195739746094
Chronos2,2025-07-01 00:00:00+00:00,HB_PAN,2025-07-01 03:00:00+00:00,37.20333333333333,31.874340057373047,24.169147491455078,46.03430938720703
