model,covariates_used,multivariate_used,n_origins,mae_mean,mae_std,rmse_mean,rmse_std,smape_mean,smape_std,pinball_mean,pinball_std,coverage_mean,coverage_std,rmae_mean,rmae_std,inference_time_s,inference_time_per_day_s,spike_f1_mean_signal,spike_precision,spike_recall,spike_f1_q90_signal
Chronos2,False,False,60,12.97563330895518,7.2088068045633475,18.889786150450792,13.421133170839251,36.75302904790196,12.582837800892852,4.430425666680551,2.8785117340471507,0.73125,0.16829499700977008,0.7416561406960139,0.29555088481361086,12.55,0.209,0.3594202898550725,0.5849056603773585,0.2594142259414226,0.31865828092243187
