model,origin,naive7_mae,covariates_used,multivariate_used,mae,rmse,smape,rmae,pinball,coverage
Chronos2,2025-07-01 00:00:00+00:00,25.592407407407407,False,False,19.910267198703906,27.871135364792494,45.17522243890804,0.777975548831765,7.312365687982536,0.3888888888888889
Chronos2,2025-07-02 00:00:00+00:00,38.74896990740741,False,False,22.748235112649425,38.58169329672755,34.84757864104767,0.5870668347315416,7.670988901102985,0.8055555555555556
Chronos2,2025-07-03 00:00:00+00:00,9.429803240740743,False,False,4.695681909278586,5.866864374153389,13.582340783931496,0.49796181207591395,1.9025087009241546,1.0
Chronos2,2025-07-04 00:00:00+00:00,8.454027777777778,False,False,8.765351658573858,14.866903976220348,23.44709813361982,1.0368255095653252,2.9654386343190695,0.6944444444444444
Chronos2,2025-07-05 00:00:00+00:00,18.460520833333334,False,False,9.252766012968841,13.21133717770654,28.905406543771356,0.5012191203328098,3.0674623922654143,0.8611111111111112
Chronos2,2025-07-06 00:00:00+00:00,14.629305555555554,False,False,9.64426615962276,15.683031675043406,24.956317244233716,0.6592429232541596,2.8342192193608233,0.7777777777777778
Chronos2,2025-07-07 00:00:00+00:00,13.49300925925926,False,False,9.414610308541192,14.975784821666482,22.42105497152386,0.6977398538491802,3.1824466354464307,0.7916666666666666
Chronos2,2025-07-08 00:00:00+00:00,12.906782407407407,False,False,17.848758280365555,29.755886726236795,33.70565556788073,1.3828975895744449,6.271017325778067,0.6111111111111112
Chronos2,2025-07-09 00:00:00+00:00,33.95109953703704,False,False,14.999619854821098,19.177204006064766,34.60301785663501,0.4418007092364743,5.42188918190238,0.6805555555555556
Chronos2,2025-07-10 00:00:00+00:00,17.20474537037037,False,False,16.124235298015453,22.46030255523222,57.8642768522719,0.9371969739107125,5.748281975616643,0.4722222222222222
Chronos2,2025-07-11 00:00:00+00:00,11.368680555555557,False,False,15.14509103209884,20.67695160824455,75.22556049874099,1.3321766724017816,5.071960988986639,0.5972222222222222
Chronos2,2025-07-12 00:00:00+00:00,52.02465277777779,False,False,49.77355513502051,98.38555725064022,63.34709099016605,0.9567301745890973,21.023198400191323,0.4305555555555556
Chronos2,2025-07-13 00:00:00+00:00,28.16582175925926,False,False,16.203943460252546,21.29991649339138,30.948972829624942,0.5753051907646063,5.915466078299062,0.8611111111111112
Chronos2,2025-07-14 00:00:00+00:00,8.859305555555556,False,False,10.469237768385145,13.0861512941464,26.69002519651552,1.1817221680338164,3.32562156683133,0.9444444444444444
Chronos2,2025-07-15 00:00:00+00:00,24.954976851851853,False,False,15.654241504315975,20.41649102143164,58.35629219027414,0.6272993798891987,4.990727446226425,0.625
Chronos2,2025-07-16 00:00:00+00:00,23.476076388888888,False,False,5.650571629912765,7.243984374195864,37.338875757632955,0.24069489024951174,2.2485408184852127,0.9583333333333334
Chronos2,2025-07-17 00:00:00+00:00,10.92471064814815,False,False,6.865321641144929,9.88976344974952,28.774729728402537,0.6284213708038731,2.283687470518512,0.8888888888888888
Chronos2,2025-07-18 00:00:00+00:00,8.932384259259258,False,False,6.947837196632667,9.457292519968467,33.09028658773852,0.7778256056808773,2.289018779860602,0.9027777777777778
Chronos2,2025-07-19 00:00:00+00:00,60.14989583333334,False,False,10.51689926147461,13.414635298562109,56.56669630152745,0.17484484579350587,3.3754677713653187,0.625
Chronos2,2025-07-20 00:00:00+00:00,38.696168981481485,False,False,4.446456209995129,6.087474613379375,23.960899185743877,0.11490688424797385,1.6555112940588117,1.0
Chronos2,2025-07-21 00:00:00+00:00,10.894560185185188,False,False,6.320112368265787,8.944214563034205,24.281542888967284,0.5801163388734224,2.025289556332576,0.6666666666666666
Chronos2,2025-07-22 00:00:00+00:00,8.963090277777777,False,False,5.763380290137397,7.205549193680156,47.03374724854886,0.6430126342057011,1.872292512022419,0.7777777777777778
