model,covariates_used,multivariate_used,n_origins,mae_mean,mae_std,rmse_mean,rmse_std,smape_mean,smape_std,pinball_mean,pinball_std,coverage_mean,coverage_std,mase_mean,spike_f1_mean_signal,spike_precision,spike_recall,spike_f1_q90_signal,spike_f1_spike_head,spike_precision_head,spike_recall_head
ElecFM,False,False,30,15.466020173537878,5.356339880250249,21.104759880565613,8.138962417724157,73.16207709641168,23.545540137677442,5.29405808375598,2.113012867281407,0.6925925925925926,0.17676699534901527,,0.19199999999999998,0.42857142857142855,0.12371134020618557,0.18518518518518517,0.10147991543340382,0.06382978723404255,0.24742268041237114
