model,covariates_used,multivariate_used,n_origins,mae_mean,mae_std,rmse_mean,rmse_std,smape_mean,smape_std,pinball_mean,pinball_std,coverage_mean,coverage_std,mase_mean,spike_f1_mean_signal,spike_precision,spike_recall,spike_f1_q90_signal,spike_f1_spike_head,spike_precision_head,spike_recall_head
ElecFM,False,False,30,11.029919164857747,4.344314388379782,15.99171947718429,7.053855295772491,27.553585701926576,6.8298756290646505,3.7486207955305475,1.5499238477439794,0.7166666666666666,0.14448361292303077,,0.38805970149253727,0.7097701149425287,0.267027027027027,0.43019372077488305,0.3979943591350674,0.2802294792586055,0.6864864864864865
