covariates,n_origins,rmae_mean,mae_mean,rmse_mean,smape_mean,spike_f1_mean,spike_recall,spike_f1_q90,coverage_mean,Δmae_vs_base,Δspike_f1_vs_base
[],336,0.6925419674883344,25.730795929861756,43.19655550637804,38.88368941604248,0.5080445544554456,0.41173520561685056,0.4382577458464302,0.7532242063492064,0.0,0.0
load,336,0.6605151171263427,24.84525087762333,41.70099558896989,37.53857881419958,0.5297728667894414,0.4327983951855567,0.44891320419931985,0.7571097883597885,-0.8855,0.0217
temperature,336,0.6902112432949858,25.980935997200472,43.52028315755892,38.61268022197852,0.5161290322580646,0.42527582748244735,0.4305496074232691,0.7602513227513227,0.2501,0.0081
henry_hub_usd_per_mmbtu,336,0.7020372216073826,25.69645596631146,42.95095364843318,39.35772820905619,0.5072463768115942,0.4047259929612871,0.4161849710982659,0.7509920634920635,-0.0343,-0.0008
hrc_futures_usd_per_ton,336,0.7094548556331953,26.181163225878013,43.50466131784525,39.49460723670755,0.4975520195838433,0.40874811463046756,0.3993426458504519,0.7452876984126985,0.4504,-0.0105
storm_event_count,336,0.7088159649998039,26.65860842897185,44.214419779692,39.769234646158466,0.4929797191887676,0.39718451483157363,0.4174305457622339,0.7492972883597883,0.9278,-0.0151
gas_share,335,0.7201035170439599,26.071941499751418,43.600768467508786,39.94060952644384,0.5086916742909424,0.4186746987951807,0.4148459383753501,0.7567578772802652,0.3411,0.0006
renewable_shock,335,0.7018711090068689,26.019179264538717,43.55739797814071,39.34242905002615,0.48881987577639746,0.3950803212851406,0.4200581395348837,0.7441542288557214,0.2884,-0.0192
