model,origin,node,ts,actual,mean,q10,q90
Toto,2025-08-05 00:00:00+00:00,LZ_WEST,2025-08-05 22:00:00+00:00,19.65,40.351043701171875,1.2747719287872314,90.58003997802734
Toto,2025-08-05 00:00:00+00:00,LZ_WEST,2025-08-05 23:00:00+00:00,25.796666666666667,31.639331817626953,14.079280853271484,123.73828887939453
Toto,2025-08-06 00:00:00+00:00,LZ_LCRA,2025-08-06 00:00:00+00:00,40.973333333333336,34.96025848388672,26.900104522705078,45.40377426147461
Toto,2025-08-06 00:00:00+00:00,LZ_LCRA,2025-08-06 01:00:00+00:00,38.4475,41.358360290527344,23.20641326904297,57.935813903808594
Toto,2025-08-06 00:00:00+00:00,LZ_LCRA,2025-08-06 02:00:00+00:00,33.166666666666664,31.879976272583008,21.297653198242188,41.29833984375
Toto,2025-08-06 00:00:00+00:00,LZ_LCRA,2025-08-06 03:00:00+00:00,27.641666666666666,26.95050621032715,17.813203811645508,38.136714935302734
Toto,2025-08-06 00:00:00+00:00,LZ_LCRA,2025-08-06 04:00:00+00:00,26.540000000000003,25.906692504882812,16.537397384643555,33.38965606689453
Toto,2025-08-06 00:00:00+00:00,LZ_LCRA,2025-08-06 05:00:00+00:00,23.439166666666665,26.42416763305664,16.79594612121582,35.28105545043945
Toto,2025-08-06 00:00:00+00:00,LZ_LCRA,2025-08-06 06:00:00+00:00,22.625,24.886276245117188,17.28240203857422,33.594539642333984
Toto,2025-08-06 00:00:00+00:00,LZ_LCRA,2025-08-06 07:00:00+00:00,20.791666666666668,26.005355834960938,14.947615623474121,33.158302307128906
Toto,2025-08-06 00:00:00+00:00,LZ_LCRA,2025-08-06 08:00:00+00:00,18.981666666666666,23.667818069458008,14.692548751831055,31.780805587768555
Toto,2025-08-06 00:00:00+00:00,LZ_LCRA,2025-08-06 09:00:00+00:00,18.111666666666668,399.1771240234375,14.218839645385742,29.905672073364258
Toto,2025-08-06 00:00:00+00:00,LZ_LCRA,2025-08-06 10:00:00+00:00,22.989166666666662,23.715435028076172,14.669349670410156,31.17200469970703
Toto,2025-08-06 00:00:00+00:00,LZ_LCRA,2025-08-06 11:00:00+00:00,24.8575,20.032989501953125,13.327643394470215,29.617002487182617
Toto,2025-08-06 00:00:00+00:00,LZ_LCRA,2025-08-06 12:00:00+00:00,21.593333333333337,21.065553665161133,13.967408180236816,29.6589412689209
Toto,2025-08-06 00:00:00+00:00,LZ_LCRA,2025-08-06 13:00:00+00:00,16.019166666666667,22.567974090576172,11.789735794067383,30.24494171142578
Toto,2025-08-06 00:00:00+00:00,LZ_LCRA,2025-08-06 14:00:00+00:00,15.675833333333337,18.771512985229492,11.921592712402344,27.171100616455078
Toto,2025-08-06 00:00:00+00:00,LZ_LCRA,2025-08-06 15:00:00+00:00,19.81833333333333,19.578920364379883,10.512298583984375,26.686111450195312
Toto,2025-08-06 00:00:00+00:00,LZ_LCRA,2025-08-06 16:00:00+00:00,25.72583333333333,23.137025833129883,10.50967025756836,31.774805068969727
Toto,2025-08-06 00:00:00+00:00,LZ_LCRA,2025-08-06 17:00:00+00:00,44.815,32.407711029052734,16.14847755432129,40.3052864074707
Toto,2025-08-06 00:00:00+00:00,LZ_LCRA,2025-08-06 18:00:00+00:00,61.028333333333336,37.43057632446289,15.004704475402832,68.74234771728516
Toto,2025-08-06 00:00:00+00:00,LZ_LCRA,2025-08-06 19:00:00+00:00,40.58083333333334,40.576995849609375,16.087575912475586,71.88800811767578
Toto,2025-08-06 00:00:00+00:00,LZ_LCRA,2025-08-06 20:00:00+00:00,33.608333333333334,38.90011215209961,18.1685791015625,61.64597702026367
Toto,2025-08-06 00:00:00+00:00,LZ_LCRA,2025-08-06 21:00:00+00:00,38.68,-102.44355773925781,18.101011276245117,63.15240478515625
Toto,2025-08-06 00:00:00+00:00,LZ_LCRA,2025-08-06 22:00:00+00:00,33.645,45.597373962402344,21.339738845825195,77.62462615966797
Toto,2025-08-06 00:00:00+00:00,LZ_LCRA,2025-08-06 23:00:00+00:00,37.77583333333333,58.20887756347656,22.84440040588379,95.03955841064453
Toto,2025-08-06 00:00:00+00:00,LZ_RAYBN,2025-08-06 00:00:00+00:00,39.335,28.378990173339844,22.424091339111328,34.43962097167969
Toto,2025-08-06 00:00:00+00:00,LZ_RAYBN,2025-08-06 01:00:00+00:00,36.30083333333334,30.04977035522461,20.13631248474121,38.52602767944336
Toto,2025-08-06 00:00:00+00:00,LZ_RAYBN,2025-08-06 02:00:00+00:00,26.464166666666667,118.49787902832031,17.219085693359375,38.54568099975586
Toto,2025-08-06 00:00:00+00:00,LZ_RAYBN,2025-08-06 03:00:00+00:00,21.07333333333333,21.654146194458008,13.573759078979492,30.420316696166992
Toto,2025-08-06 00:00:00+00:00,LZ_RAYBN,2025-08-06 04:00:00+00:00,20.0775,19.777847290039062,13.209892272949219,25.232561111450195
Toto,2025-08-06 00:00:00+00:00,LZ_RAYBN,2025-08-06 05:00:00+00:00,19.15333333333333,21.566579818725586,10.63399600982666,28.690155029296875
Toto,2025-08-06 00:00:00+00:00,LZ_RAYBN,2025-08-06 06:00:00+00:00,18.86,21.26394271850586,10.983222007751465,29.42995834350586
Toto,2025-08-06 00:00:00+00:00,LZ_RAYBN,2025-08-06 07:00:00+00:00,17.236666666666668,19.66778564453125,11.614876747131348,25.299070358276367
Toto,2025-08-06 00:00:00+00:00,LZ_RAYBN,2025-08-06 08:00:00+00:00,16.685,20.968299865722656,10.525161743164062,27.85318374633789
