model,covariates_used,multivariate_used,n_origins,mae_mean,mae_std,rmse_mean,rmse_std,smape_mean,smape_std,pinball_mean,pinball_std,coverage_mean,coverage_std,mase_mean,spike_f1_mean_signal,spike_precision,spike_recall,spike_f1_q90_signal,spike_f1_spike_head,spike_precision_head,spike_recall_head
ElecFM,False,False,30,11.027828487287922,4.1932415591953855,16.24634732048615,6.768841253007098,27.517302279608597,6.492696229784518,3.658849356172114,1.409682998626422,0.7761111111111111,0.11814234282730422,,0.36923076923076925,0.64,0.2594594594594595,0.42391984971822166,0.37791527843883865,0.2422947818126335,0.8583783783783784
