model,n_origins,mae_mean,mae_std,rmse_mean,rmse_std,smape_mean,smape_std,pinball_mean,pinball_std,coverage_mean,coverage_std,mase_mean,spike_f1_mean_signal,spike_f1_q90_signal,spike_f1_spike_head
ElecFMV6,30,16.66519286495962,5.935156375486423,22.372443463666354,8.47361955851762,77.54918121615886,26.52383424176086,5.62992499368181,2.2611687998979093,0.6865740740740741,0.171109131983103,,0.08928571428571429,0.1456953642384106,0.20040899795501022
