model,covariates_used,multivariate_used,n_origins,mae_mean,mae_std,rmse_mean,rmse_std,smape_mean,smape_std,pinball_mean,pinball_std,coverage_mean,coverage_std,rmae_mean,rmae_std,inference_time_s,inference_time_per_day_s,spike_f1_mean_signal,spike_precision,spike_recall,spike_f1_q90_signal
Chronos2,True,False,60,12.78871169937687,7.111664401472948,18.634090057394438,13.297301212775373,35.60069024326518,11.913550966988234,4.370127066564168,2.7592961878468265,0.7270833333333332,0.17804206700512326,0.7324984766156187,0.28917512588409017,8.94,0.149,0.36627906976744184,0.6057692307692307,0.2625,0.3351120597652081
