model,covariates_used,multivariate_used,n_origins,mae_mean,mae_std,rmse_mean,rmse_std,smape_mean,smape_std,pinball_mean,pinball_std,coverage_mean,coverage_std,mase_mean,spike_f1_mean_signal,spike_precision,spike_recall,spike_f1_q90_signal,spike_f1_spike_head,spike_precision_head,spike_recall_head
ElecFM,False,False,30,36.12444576817088,56.596887441052196,49.89301855062765,83.4464291015631,69.1650062446585,27.584936529595467,14.155740681957317,25.107529793806847,0.5787037037037037,0.21743493106109202,,0.44040404040404035,0.5618556701030928,0.36212624584717606,0.5836575875486382,0.28647925033467203,0.2399103139013453,0.3554817275747508
