model,origin,naive7_mae,covariates_used,multivariate_used,mae,rmse,smape,rmae,pinball,coverage
Naive,2025-07-01 00:00:00+00:00,25.592407407407407,False,False,17.233819444444446,22.698307109571672,34.54405103190381,0.673395791575916,5.846206273368371,0.9027777777777778
Naive,2025-07-02 00:00:00+00:00,38.74896990740741,False,False,66.70207175925924,71.8269093017097,81.2273301959554,1.7213895470936946,21.29919799751829,0.125
Naive,2025-07-03 00:00:00+00:00,9.429803240740743,False,False,4.636655092592593,5.397409367823925,14.040873268568316,0.49170220992101726,5.133058808337009,1.0
Naive,2025-07-04 00:00:00+00:00,8.454027777777778,False,False,12.849629629629636,15.753314545043931,35.68041587862514,1.5199417327922813,6.469829606515926,1.0
Naive,2025-07-05 00:00:00+00:00,18.460520833333334,False,False,8.245891203703707,14.58240131181776,25.30499642713513,0.4466770617226829,5.49715795798224,0.9583333333333334
Naive,2025-07-06 00:00:00+00:00,14.629305555555554,False,False,11.194363425925925,19.153119659193855,29.331983571181368,0.765201286104439,5.788526723303272,0.9583333333333334
Naive,2025-07-07 00:00:00+00:00,13.49300925925926,False,False,10.348321759259258,16.71127475523128,26.802262807776668,0.7669394988488552,6.078923554526331,0.9166666666666666
Naive,2025-07-08 00:00:00+00:00,12.906782407407407,False,False,21.19599537037037,30.034885107136997,43.17025706085727,1.6422369806285455,7.828321715807441,0.9027777777777778
Naive,2025-07-09 00:00:00+00:00,33.95109953703704,False,False,56.290208333333354,58.91085138232412,86.40430886594203,1.6579789491626544,16.565566734150057,0.4861111111111111
Naive,2025-07-10 00:00:00+00:00,17.20474537037037,False,False,40.53857638888889,43.12247327261926,102.09934168864451,2.356243903423501,10.9698203540951,0.5
Naive,2025-07-11 00:00:00+00:00,11.368680555555557,False,False,22.170648148148146,26.092669344444587,143.61075564583717,1.9501513865049158,7.68981257678755,0.8888888888888888
Naive,2025-07-12 00:00:00+00:00,52.02465277777779,False,False,49.08674768518519,100.33373193033866,56.947134961617564,0.9435285977757161,19.692623409179134,0.7222222222222222
