model,n_origins,mae_mean,mae_std,rmse_mean,rmse_std,smape_mean,smape_std,pinball_mean,pinball_std,coverage_mean,coverage_std,mase_mean,spike_f1_mean_signal,spike_f1_q90_signal,spike_f1_spike_head,window
ElecFMV6,30,12.380053024833586,4.449748825483565,17.606594258417218,7.170671669950783,28.901281412825785,7.457399188090266,4.171076727154815,1.5756226561883235,0.7240740740740742,0.1403045140148714,,0.3414634146341463,0.36391437308868496,0.38397790055248615,w1_stable
ElecFMV6,30,16.66519286495962,5.935156375486423,22.372443463666354,8.47361955851762,77.54918121615886,26.52383424176086,5.62992499368181,2.2611687998979093,0.6865740740740741,0.171109131983103,,0.08928571428571429,0.1456953642384106,0.18037135278514588,w2_negative
ElecFMV6,30,32.80275879436363,50.95402033719262,45.56881857014726,76.27513382327152,64.30420952475482,29.537793018989305,12.227723035233502,20.562726773215388,0.6796296296296295,0.2476207081186128,,0.6511627906976744,0.640625,0.3609341825902336,w3_extreme
