model,covariates_used,multivariate_used,n_origins,mae_mean,mae_std,rmse_mean,rmse_std,smape_mean,smape_std,pinball_mean,pinball_std,coverage_mean,coverage_std,mase_mean,spike_f1_mean_signal,spike_precision,spike_recall,spike_f1_q90_signal,spike_f1_spike_head,spike_precision_head,spike_recall_head,window
ElecFM,False,False,30,11.029919164857747,4.344314388379782,15.99171947718429,7.053855295772491,27.553585701926576,6.8298756290646505,3.7486207955305475,1.5499238477439794,0.7166666666666666,0.14448361292303077,,0.38805970149253727,0.7097701149425287,0.267027027027027,0.43019372077488305,0.3979943591350674,0.2802294792586055,0.6864864864864865,w1_stable
ElecFM,False,False,30,15.023816819225566,5.485771737803196,20.401710675723667,7.885210952005419,75.92057348529195,22.875943339139916,5.146584595678741,2.1299974469349063,0.7025,0.16478466744668452,,0.11408199643493762,0.43243243243243246,0.06570841889117043,0.1748878923766816,0.1977611940298507,0.12794206397103197,0.4353182751540041,w2_negative
ElecFM,False,False,30,29.09554681258967,43.442506854127295,40.81181698328989,67.28354528337877,65.53926101775467,29.017206519135918,10.767170905593588,17.171047575691624,0.6787037037037038,0.24339033381655914,,0.651529485966572,0.5919770773638968,0.7244039270687237,0.6481934256995382,0.19759387531899378,0.20577069096431283,0.1900420757363254,w3_extreme
