model,covariates_used,multivariate_used,n_origins,mae_mean,mae_std,rmse_mean,rmse_std,smape_mean,smape_std,pinball_mean,pinball_std,coverage_mean,coverage_std,mase_mean,spike_f1_mean_signal,spike_precision,spike_recall,spike_f1_q90_signal,spike_f1_spike_head,spike_precision_head,spike_recall_head,window
ElecFM,False,False,30,11.027828487287922,4.1932415591953855,16.24634732048615,6.768841253007098,27.517302279608597,6.492696229784518,3.658849356172114,1.409682998626422,0.7761111111111111,0.11814234282730422,,0.36923076923076925,0.64,0.2594594594594595,0.42391984971822166,0.37791527843883865,0.2422947818126335,0.8583783783783784,w1_stable
ElecFM,False,False,30,15.792016595199373,5.372958605407194,20.99923797138528,7.498717381849434,79.17441850859774,21.019780126838008,5.236420516340231,1.9377840561914224,0.7335185185185186,0.15854912736673046,,0.1330998248686515,0.4523809523809524,0.07802874743326489,0.16053108026554014,0.14893055188803803,0.08545454545454545,0.5790554414784395,w2_negative
ElecFM,False,False,30,27.488039343674977,42.811253250914405,39.818955124096824,69.01460130841669,64.85325215278743,28.08225010034277,10.391327820112775,17.47253584125206,0.7021296296296297,0.2458667411212317,,0.6669565217391304,0.8775743707093822,0.5378681626928471,0.6547553600879604,0.2648752399232246,0.2174696082845565,0.3387096774193548,w3_extreme
