model,n_origins,mae_mean,mae_std,rmse_mean,rmse_std,smape_mean,smape_std,pinball_mean,pinball_std,coverage_mean,coverage_std,mase_mean,spike_f1_mean_signal,spike_f1_q90_signal,spike_f1_spike_head
ElecFMV6,30,12.380053024833586,4.449748825483565,17.606594258417218,7.170671669950783,28.901281412825785,7.457399188090266,4.171076727154815,1.5756226561883235,0.7240740740740742,0.1403045140148714,,0.3414634146341463,0.36391437308868496,0.3967479674796748
