model,n_origins,mae_mean,mae_std,rmse_mean,rmse_std,smape_mean,smape_std,pinball_mean,pinball_std,coverage_mean,coverage_std,mase_mean,spike_f1_mean_signal,spike_f1_q90_signal,spike_f1_spike_head
ElecFMV6,30,32.80275879436363,50.95402033719262,45.56881857014726,76.27513382327152,64.30420952475482,29.537793018989305,12.227723035233502,20.562726773215388,0.6796296296296295,0.2476207081186128,,0.6511627906976744,0.640625,0.19170243204577966
