model,covariates_used,multivariate_used,n_origins,mae_mean,mae_std,rmse_mean,rmse_std,smape_mean,smape_std,pinball_mean,pinball_std,coverage_mean,coverage_std,mase_mean,spike_f1_mean_signal,spike_precision,spike_recall,spike_f1_q90_signal,spike_f1_spike_head,spike_precision_head,spike_recall_head
ElecFM,False,False,30,16.203599183226665,6.791436550541374,22.649805786889882,9.78506404881067,74.80208401554448,19.8843495450754,6.065709719431866,2.9142157862969533,0.4711111111111111,0.14019313544655976,,0.14025974025974025,0.19081272084805653,0.11088295687885011,0.1654733492442323,0.15948670944087995,0.0936826992103374,0.5359342915811088
