model,covariates_used,multivariate_used,n_origins,mae_mean,mae_std,rmse_mean,rmse_std,smape_mean,smape_std,pinball_mean,pinball_std,coverage_mean,coverage_std,rmae_mean,rmae_std,inference_time_s,inference_time_per_day_s,spike_f1_mean_signal,spike_precision,spike_recall,spike_f1_q90_signal
Chronos2,True,False,60,13.139366262268137,7.135544598433703,19.008043647839592,13.245621855636484,36.48455827378907,12.137947371834121,4.469318327754613,2.7602372628923475,0.7168981481481482,0.17819128101653992,0.7540707860322555,0.2961388319354358,10.08,0.168,0.3646408839779006,0.5409836065573771,0.275,0.3306772908366534
