model,covariates_used,multivariate_used,n_origins,mae_mean,mae_std,rmse_mean,rmse_std,smape_mean,smape_std,pinball_mean,pinball_std,coverage_mean,coverage_std,mase_mean,spike_f1_mean_signal,spike_precision,spike_recall,spike_f1_q90_signal,spike_f1_spike_head,spike_precision_head,spike_recall_head,window
ElecFM,False,False,10,7.563382719993593,4.077275917487024,10.856340669923998,4.628150721916883,20.93178194337533,7.848241376188018,2.4899871522408943,1.2659026216862868,0.8,0.13281147875424357,,0.5,1.0,0.3333333333333333,0.4347826086956521,0.16304347826086957,0.08875739644970414,1.0,w1_stable
ElecFM,False,False,10,12.952725063535903,6.3301424186020885,17.272195150855982,8.409820963164721,50.48746211238601,21.232592795019716,4.57467191614928,2.2905313091883044,0.7333333333333333,0.19021187017522212,,0.125,1.0,0.06666666666666667,0.16216216216216214,0.11707317073170732,0.06315789473684211,0.8,w2_negative
ElecFM,False,False,10,6.895616907278696,4.15797382988745,8.431895586483696,4.86364768177399,43.34782569707077,27.050301206071737,2.5302495859022494,1.7846566530975385,0.7375,0.28324140665595565,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,w3_extreme
