model,covariates_used,multivariate_used,n_origins,mae_mean,mae_std,rmse_mean,rmse_std,smape_mean,smape_std,pinball_mean,pinball_std,coverage_mean,coverage_std,mase_mean,spike_f1_mean_signal,spike_precision,spike_recall,spike_f1_q90_signal,spike_f1_spike_head,spike_precision_head,spike_recall_head
ElecFM,False,False,30,11.868024725214642,4.751435227964824,17.31869815386636,6.669241396491183,29.389483368440324,7.850207256656718,4.267572065158734,2.0312065716646703,0.5127777777777778,0.15248895257833012,,0.3877405559515324,0.5690376569037657,0.29405405405405405,0.4123446206600943,0.3512680730030813,0.22495446265938068,0.8010810810810811
